"Commissariat de police de Gap";"Place Alsace Lorraine 05000 GAP";"+33 4 92 52 50 99";"05";"05061";"Place Alsace Lorraine";"05000";"Gap";"2154";"944621.235";"6389364.891";"6.08096577";"44.560405"
"Commissariat de police d'Antibes";"5 Rue des Frères Olivier 06600 ANTIBES";"+33 4 92 90 78 00";"06";"06004";"5 Rue des Frères Olivier";"06600";"Antibes";"2154";"1032725.166";"6284328.167";"7.11988475";"43.57987588"
"Commissariat de police de Beausoleil";"25 Boulevard de la République 06240 BEAUSOLEIL";"+33 4 92 09 44 30";"06";"06155";"25 Boulevard de la République";"06240";"Beausoleil";"2154";"1056334.839";"6303752.701";"7.42510061";"43.74291348"
"Commissariat de police de Cagnes-sur-Mer";"20 bis Chemin des Grands Plans 06800 CAGNES-SUR-MER";"+33 4 92 13 56 10";"06";"06027";"20 bis Chemin des Grands Plans";"06800";"Cagnes-sur-Mer";"2154";"1034743.283";"6292908.324";"7.15040689";"43.65602164"
"Commissariat de police de Cannes";"1 Avenue de Grasse 06400 CANNES";"+33 4 93 06 22 22";"06";"06123";"1 Avenue de Grasse";"06400";"Cannes";"2154";"1024544.448";"6281029.831";"7.01669032";"43.55402931"
"Commissariat de police de Cannes la Bocca";"1 Avenue Michel Jourdan 06150 CANNES LA BOCCA";"+33 4 92 19 25 85";"06";"06029";"1 Avenue Michel Jourdan";"06150";"Cannes La Bocca";"2154";"1021568.336";"6280379.336";"6.97951402";"43.5495393"
"Commissariat de police de Grasse";"1 Avenue du Maréchal de Lattre de Tassigny 06130 GRASSE";"+33 4 93 40 91 91";"06";"06030";"1 Avenue du Maréchal de Lattre de Tassigny";"06130";"Grasse";"2154";"1016419.028";"6291357.477";"6.92263861";"43.65051036"
"Commissariat de police de Le Cannet";"66 Boulevard Sadi Carnot 06110 LE CANNET";"+33 4 93 45 44 10";"06";"06029";"66 Boulevard Sadi Carnot";"06110";"Le Cannet";"2154";"1024390.054";"6283144.229";"7.01611259";"43.57309944"
"Commissariat de police de Menton";"9 Rue Partouneaux 06500 MENTON";"+33 4 93 28 66 00";"06";"06069";"9 Rue Partouneaux";"06500";"Menton";"2154";"1062024.853";"6307638.769";"7.4983561";"43.7749352"
"Commissariat de police de Nice";"1 Avenue du Maréchal Foch 06000 NICE";"+33 4 92 17 22 22";"06";"06012";"1 Avenue du Maréchal Foch";"06000";"Nice";"2154";"1044308.069";"6298715.494";"7.27266282";"43.70361279"
"Commissariat de police de Nice - Secteur Ariane";"Avenue Emile Ripert 06300 NICE";"+33 4 93 54 98 67";"06";"06104";"Avenue Emile Ripert";"06300";"Nice";"2154";"1046716.8";"6302664.453";"7.30516396";"43.73791788"
"Commissariat de police de Nice - Secteur Saint Augustin";"Traverse de la Digue des Français 06200 NICE";"+33 4 97 25 98 00";"06";"06083";"Traverse de la Digue des Français";"06200";"Nice";"2154";"1038996.232";"6295577.217";"7.20479974";"43.67797918"
"Commissariat de police de Roquebrune-Cap-Martin";"Avenue du Danemark 06190 ROQUEBRUNE-CAP-MARTIN";"+33 4 92 15 55 40";"06";"06088";"Avenue du Danemark";"06190";"Roquebrune-Cap-Martin";"2154";"1059889.153";"6305962.116";"7.47069745";"43.76096281"
"Commissariat de police de Saint-Laurent-du-Var";"475 Boulevard Georges Pompidou 06700 SAINT-LAURENT-DU-VAR";"+33 4 97 12 17 80";"06";"06088";"475 Boulevard Georges Pompidou";"06700";"Saint-Laurent-du-Var";"2154";"1038123.88";"6294840.889";"7.19351514";"43.67178022"
"Commissariat de police de Vallauris";"1 Avenue Jean Moulin 06220 VALLAURIS";"+33 4 92 95 35 10";"06";"06088";"1 Avenue Jean Moulin";"06220";"Vallauris";"2154";"1026993.685";"6283503.053";"7.04851819";"43.57512797"
"Commissariat de police de Villefranche-sur-Mer";"9 Avenue du Général Gallieni 06230 VILLEFRANCHE-SUR-MER";"+33 4 93 76 30 80";"06";"06159";"9 Avenue du Général Gallieni";"06230";"Villefranche-sur-Mer";"2154";"1047303.028";"6299062.087";"7.30998958";"43.70526304"
"Commissariat de police d'Aubenas";"6 Rue Léon Rouveyrol 07200 AUBENAS";"+33 4 75 89 22 22";"07";"07019";"6 Rue Léon Rouveyrol";"07200";"Aubenas";"2154";"810615.866";"6391732.121";"4.39427863";"44.61589218"
"Commissariat de police de Guilherand-Granges";"670 Avenue Georges Clemenceau 07500 GUILHERAND-GRANGES";"+33 4 75 63 22 22";"07";"07102";"670 Avenue Georges Clemenceau";"07500";"Guilherand-Granges";"2154";"847533.878";"6427661.093";"4.87019144";"44.93242653"
"Commissariat de police de Privas";"3 Avenue Saint-Exupéry 07000 PRIVAS";"+33 4 75 64 00 22";"07";"07186";"3 Avenue Saint-Exupéry";"07000";"Privas";"2154";"826826.972";"6405185.953";"4.60200224";"44.73422364"
"Commissariat de police de Charleville-Mézières";"36 Avenue Jean Jaurès 08000 CHARLEVILLE-MEZIERES";"+33 3 24 57 94 94";"08";"08105";"36 Avenue Jean Jaurès";"08000";"Charleville-Mézières";"2154";"824179.178";"6964783.957";"4.72276131";"49.76979477"
"Commissariat de police de Sedan";"4 Rue du Rivage 08200 SEDAN";"+33 3 24 27 86 00";"08";"08409";"4 Rue du Rivage";"08200";"Sedan";"2154";"840328.829";"6957633.157";"4.94428083";"49.7021932"
"Commissariat de police de Foix";"2 Avenue Lakanal 09000 FOIX";"+33 5 61 05 43 00";"09";"09122";"2 Avenue Lakanal";"09000";"Foix";"2154";"586008.161";"6208068.722";"1.60409791";"42.9629243"
"Commissariat de police de Pamiers";"Boulevard Delcassé 09100 PAMIERS";"+33 5 34 01 32 60";"09";"09225";"Boulevard Delcassé";"09100";"Pamiers";"2154";"587155.075";"6224950.839";"1.61451272";"43.11491596"
"Commissariat de police de La Chapelle-Saint-Luc";"5 Rue Bernard Palissy 10600 LA CHAPELLE-SAINT-LUC";"+33 3 25 71 88 34";"10";"10081";"5 Rue Bernard Palissy";"10600";"La Chapelle-Saint-Luc";"2154";"777008.287";"6801357.913";"4.03863165";"48.30798776"
"Commissariat de police de Troyes";"18 Rue des Gayettes 10000 TROYES";"+33 3 25 43 51 00";"10";"10387";"18 Rue des Gayettes";"10000";"Troyes";"2154";"779614.224";"6799323.586";"4.07340142";"48.28937242"
"Commissariat de police de Troyes - Secteur des chartreux";"3 Rue de Bourgogne 10000 TROYES";"+33 3 25 49 78 45";"10";"10387";"3 Rue de Bourgogne";"10000";"Troyes";"2154";"780296.806";"6797147.222";"4.08220107";"48.26970878"
"Commissariat de police de Troyes - Secteur du point du jour";"1 Rue de Darmstadt 10000 TROYES";"+33 3 25 80 98 87";"10";"10387";"1 Rue de Darmstadt";"10000";"Troyes";"2154";"781223.099";"6800986.696";"4.09540141";"48.30413572"
"Commissariat de police de Carcassonne";"4 Boulevard Barbès 11000 CARCASSONNE";"+33 4 68 11 26 00";"11";"11069";"4 Boulevard Barbès";"11000";"Carcassonne";"2154";"647304.279";"6234836.24";"2.35196449";"43.21079196"
"Commissariat de police de Narbonne";"1 Rue Pierre Benet 11100 NARBONNE";"+33 4 68 90 38 50";"11";"11262";"1 Rue Pierre Benet";"11100";"Narbonne";"2154";"700695.188";"6231664.959";"3.00854518";"43.18421118"
"Commissariat de police de Decazeville";"6 Place Cabrol 12300 DECAZEVILLE";"+33 5 65 43 88 00";"12";"12089";"6 Place Cabrol";"12300";"Decazeville";"2154";"640745.668";"6384744.31";"2.25389448";"44.55925637"
"Commissariat de police de Millau";"14 Rue de la Condamine 12100 MILLAU";"+33 5 65 61 23 00";"12";"12145";"14 Rue de la Condamine";"12100";"Millau";"2154";"706084.072";"6333489.934";"3.07598923";"44.10038662"
"Commissariat de police de Rodez";"2 Rue Hervé Gardye 12000 RODEZ";"+33 5 65 77 73 17";"12";"12202";"2 Rue Hervé Gardye";"12000";"Rodez";"2154";"666310.756";"6361268.337";"2.57737286";"44.34963473"
"Commissariat de police d'Aix en Provence";"10 Avenue de l'Europe 13100 AIX-EN-PROVENCE";"+33 4 42 93 97 00";"13";"13001";"10 Avenue de l'Europe";"13100";"Aix-en-Provence";"2154";"897166.642";"6272445.003";"5.43825923";"43.5236825"
"Commissariat de police d'Allauch";"Le logis neuf - 112 Avenue Salvador Allende 13190 ALLAUCH";"+33 4 84 35 36 10";"13";"13002";"Le logis neuf - 112 Avenue Salvador Allende";"13190";"Allauch";"2154";"901535.083";"6253825.353";"5.48500211";"43.35502523"
"Commissariat de police d'Arles";"1 Boulevard des Lices 13200 ARLES";"+33 4 90 18 45 00";"13";"13004";"1 Boulevard des Lices";"13200";"Arles";"2154";"831627.646";"6287555.055";"4.63192067";"43.67479047"
"Commissariat de police d'Aubagne";"9 Avenue Jeanne d'Arc 13400 AUBAGNE";"+33 4 42 18 55 55";"13";"13005";"9 Avenue Jeanne d'Arc";"13400";"Aubagne";"2154";"908382.838";"6247379.857";"5.56679635";"43.29510206"
"Commissariat de police d'Istres";"ZAC des salles - Rue Chantournee 13800 ISTRES";"+33 4 42 11 17 17";"13";"13047";"ZAC des salles - Rue Chantournee";"13800";"Istres";"2154";"860930.958";"6269086.517";"4.98931592";"43.50261666"
"Commissariat de police de Les Pennes-Mirabeau";"La Gavotte - 77 Avenue François Mitterrand 13170 LES PENNES-MIRABEAU";"+33 4 84 35 39 20";"13";"13071";"La Gavotte - 77 Avenue François Mitterrand";"13170";"Les Pennes-Mirabeau";"2154";"890569.812";"6256235.866";"5.35076299";"43.37972046"
"Commissariat de police de Marignane";"Avenue du 8 mai 1945 13700 MARIGNANE";"+33 4 42 31 90 00";"13";"13054";"Avenue du 8 mai 1945";"13700";"Marignane";"2154";"879788.118";"6259559.944";"5.21899007";"43.41241871"
"Commissariat de police de Marseille 10ème arrondissement";"87 Boulevard Mireille Lauze 13010 MARSEILLE";"+33 4 84 35 34 50";"13";"13210";"87 Boulevard Mireille Lauze";"13010";"Marseille";"2154";"895614.017";"6245635.033";"5.40895921";"43.28303253"
"Commissariat de police de Marseille 11ème arrondissement";"187 Boulevard de Saint-Marcel 13011 MARSEILLE";"+33 4 84 35 35 10";"13";"13211";"187 Boulevard de Saint-Marcel";"13011";"Marseille";"2154";"900261.284";"6246235.688";"5.46638383";"43.28714282"
"Commissariat de police de Marseille 12ème arrondissement";"50 Rue Charles Kaddouz 13012 MARSEILLE";"+33 4 84 35 35 40";"13";"13212";"50 Rue Charles Kaddouz";"13012";"Marseille";"2154";"897028.169";"6248709.904";"5.42752712";"43.31029046"
"Commissariat de police de Marseille 13ème arrondissement";"9 Avenue Abbé Jean Baptiste Fouque 13013 MARSEILLE";"+33 4 84 35 36 70";"13";"13213";"9 Avenue Abbé Jean Baptiste Fouque";"13013";"Marseille";"2154";"895392.057";"6249708.915";"5.40775681";"43.31972368"
"Commissariat de police de Marseille 14ème arrondissement";"Centre Urbain Le Merlan - 31 Avenue Raimu 13014 MARSEILLE";"+33 4 84 35 37 00";"13";"13214";"Centre Urbain Le Merlan - 31 Avenue Raimu";"13014";"Marseille";"2154";"894643.922";"6250945.722";"5.39900634";"43.33104945"
"Commissariat de police de Marseille 15ème arrondissement";"La Delorme - 2 Rue Odette Jasse 13015 MARSEILLE";"+33 4 96 16 94 00";"13";"13215";"La Delorme - 2 Rue Odette Jasse";"13015";"Marseille";"2154";"892354.696";"6252122.823";"5.371244";"43.34225568"
"Commissariat de police de Marseille 16ème arrondissement";"Villa minerve - 26 Boulevard Roger Chieusse 13016 MARSEILLE";"+33 4 84 35 37 40";"13";"13216";"Villa minerve - 26 Boulevard Roger Chieusse";"13016";"Marseille";"2154";"887926.842";"6254269.903";"5.31746811";"43.36274481"
"Commissariat de police de Marseille 1er arrondissement";"66 La Canebière 13001 MARSEILLE";"+33 4 88 77 58 00";"13";"13201";"66 La Canebière";"13001";"Marseille";"2154";"893279.069";"6247159.773";"5.38078815";"43.29737911"
"Commissariat de police de Marseille 2ème arrondissement";"40 Avenue Robert Schuman 13002 MARSEILLE";"+33 4 91 39 61 17";"13";"13202";"40 Avenue Robert Schuman";"13002";"Marseille";"2154";"892106.399";"6247706.355";"5.36655373";"43.30261082"
"Commissariat de police de Marseille 3ème arrondissement";"143 Rue Félix Pyat 13003 MARSEILLE";"+33 4 84 35 36 20";"13";"13203";"143 Rue Félix Pyat";"13003";"Marseille";"2154";"892673.39";"6249404.092";"5.37416292";"43.31772323"
"Commissariat de police de Marseille 4ème arrondissement";"136 Avenue des Chartreux 13004 MARSEILLE";"+33 4 84 35 32 00";"13";"13204";"136 Avenue des Chartreux";"13004";"Marseille";"2154";"894813.046";"6248373.396";"5.40012615";"43.30787379"
"Commissariat de police de Marseille 5ème arrondissement";"63 Rue Jean Martin 13005 MARSEILLE";"+33 4 84 35 32 64";"13";"13205";"63 Rue Jean Martin";"13005";"Marseille";"2154";"895142.209";"6246684.232";"5.40354573";"43.29259561"
"Commissariat de police de Marseille 6ème arrondissement";"98 Rue de Rome 13006 MARSEILLE";"+33 4 96 10 62 68";"13";"13206";"98 Rue de Rome";"13006";"Marseille";"2154";"893298.005";"6246449.048";"5.38075738";"43.29098347"
"Commissariat de police de Marseille 7ème arrondissement";"110 Avenue de la Corse 13007 MARSEILLE";"+33 4 84 35 34 00";"13";"13207";"110 Avenue de la Corse";"13007";"Marseille";"2154";"891335.502";"6246268.366";"5.35653422";"43.28988834"
"Commissariat de police de Marseille 8ème arrondissement";"69 Avenue d'Haifa 13008 MARSEILLE";"+33 4 84 35 33 00";"13";"13208";"69 Avenue d'Haifa";"13008";"Marseille";"2154";"894219.373";"6242037.031";"5.39045393";"43.25106309"
"Commissariat de police de Marseille 9ème arrondissement";"3 Rue Raymond Cayol 13009 MARSEILLE";"+33 4 84 35 34 20";"13";"13209";"3 Rue Raymond Cayol";"13009";"Marseille";"2154";"895141.247";"6241770.621";"5.40169368";"43.24841617"
"Commissariat de police de Martigues";"Avenue du Commandant l'Herminier 13500 MARTIGUES";"+33 4 42 41 31 10";"13";"13056";"Avenue du Commandant l'Herminier";"13500";"Martigues";"2154";"865866.673";"6258490.243";"5.04690615";"43.40618143"
"Commissariat de police de Miramas";"16 Avenue Marius Chalve 13140 MIRAMAS";"+33 4 90 58 78 30";"13";"13063";"16 Avenue Marius Chalve";"13140";"Miramas";"2154";"861562.256";"6277638.716";"4.99979305";"43.57939508"
"Commissariat de police de Plan-de-Cuques";"2 Avenue Georges Pompidou 13380 PLAN-DE-CUQUES";"+33 4 84 35 35 80";"13";"13075";"2 Avenue Georges Pompidou";"13380";"Plan-de-Cuques";"2154";"899878.833";"6252411.085";"5.46404925";"43.34277557"
"Commissariat de police de Port-de-Bouc";"32 Rue Charles Nedelec 13110 PORT-DE-BOUC";"+33 4 42 40 54 00";"13";"13077";"32 Rue Charles Nedelec";"13110";"Port-de-Bouc";"2154";"860742.296";"6258386.757";"4.98366285";"43.40642719"
"Commissariat de police de Salon-de-Provence";"Avenue du Pays Catalan 13300 SALON-DE-PROVENCE";"+33 4 90 17 04 00";"13";"13103";"Avenue du Pays Catalan";"13300";"Salon-de-Provence";"2154";"869295.463";"6286154.943";"5.09827001";"43.6541907"
"Commissariat de police de Septème-les-Vallons";"Chemin de la Rougière 13240 SEPTEMES-LES-VALLONS";"+33 4 91 51 06 15";"13";"13106";"Chemin de la Rougière";"13240";"Septèmes-les-Vallons";"2154";"891819.779";"6257678.543";"5.36670592";"43.3923575"
"Commissariat de police de Tarascon";"3 Boulevard du Viaduc 13150 TARASCON";"+33 4 90 91 52 90";"13";"13108";"3 Boulevard du Viaduc";"13150";"Tarascon";"2154";"833551.786";"6301731.581";"4.65946243";"43.80196896"
"Commissariat de police de Vitrolles";"Rue Antoine Biancardini 13127 VITROLLES";"+33 4 42 10 88 20";"13";"13117";"Rue Antoine Biancardini";"13127";"Vitrolles";"2154";"882641.342";"6262549.346";"5.25523978";"43.43857498"
"Commissariat de police de la Ciotat";"59 Avenue Victor Giraud 13600 LA CIOTAT";"+33 4 42 18 67 30";"13";"13028";"59 Avenue Victor Giraud";"13600";"La Ciotat";"2154";"912014.37";"6233718.399";"5.60594466";"43.1712108"
"Commissariat de police d'Honfleur";"3 Rue Villey 14600 HONFLEUR";"+33 2 31 14 44 45";"14";"14333";"3 Rue Villey";"14600";"Honfleur";"2154";"499446.386";"6927772.312";"0.2363505";"49.41782306"
"Commissariat de police de Caen";"10 Rue du Docteur Thibout de la Fresnaye 14000 CAEN";"+33 2 31 29 22 22";"14";"14118";"10 Rue du Docteur Thibout de la Fresnaye";"14000";"Caen";"2154";"453739.477";"6903829.712";"-0.37868659";"49.18678016"
"Commissariat de police de Caen - Secteur Chemin-Vert";"19 Avenue du Capitaine Georges Guynemer 14000 CAEN";"+33 2 31 29 13 20";"14";"14118";"19 Avenue du Capitaine Georges Guynemer";"14000";"Caen";"2154";"455795.839";"6901576.133";"-0.34919671";"49.16732518"
"Commissariat de police de Caen - Secteur Guynemer";"6 Résidence du Chardonneret 14000 CAEN";"+33 2 31 35 43 60";"14";"14118";"6 Résidence du Chardonneret";"14000";"Caen";"2154";"452529.947";"6904344.515";"-0.39556445";"49.19093786"
"Commissariat de police de Caen - Secteur Jacobins";"40 Rue des Jacobins 14000 CAEN";"+33 2 31 15 63 60";"14";"14118";"40 Rue des Jacobins";"14000";"Caen";"2154";"455032.65";"6902916.238";"-0.36043273";"49.1790711"
"Commissariat de police de Carpiquet";"2 Route de Bretteville sur Odon 14650 CARPIQUET";"+33 2 31 29 55 35";"14";"14137";"2 Route de Bretteville sur Odon";"14650";"Carpiquet";"2154";"448977.372";"6903695.867";"-0.44386044";"49.18372895"
"Commissariat de police de Deauville";"8 Rue Désiré le Hoc 14800 DEAUVILLE";"+33 2 31 14 61 70";"14";"14220";"8 Rue Désiré le Hoc";"14800";"Deauville";"2154";"487906.17";"6921744.502";"0.08053594";"49.35994518"
"Commissariat de police de Dives sur Mer";"13 Avenue Secretan 14160 DIVES-SUR-MER";"+33 2 31 28 23 00";"14";"14225";"13 Avenue Secretan";"14160";"Dives-sur-Mer";"2154";"474438.606";"6914252.119";"-0.10061193";"49.28803047"
"Commissariat de police de Hérouville st Clair";"Place du petit vertige 14200 HEROUVILLE-SAINT-CLAIR";"+33 2 31 53 15 60";"14";"14327";"Place du petit vertige";"14200";"Hérouville-Saint-Clair";"2154";"457490.225";"6905582.901";"-0.32830109";"49.2039593"
"Commissariat de police de Lisieux";"41 Boulevard Sainte Anne 14100 LISIEUX";"+33 2 31 48 45 50";"14";"14366";"41 Boulevard Sainte Anne";"14100";"Lisieux";"2154";"497492.939";"6897208.136";"0.22425339";"49.14261919"
"Commissariat de police de Mondeville";"34 Rue Emile Zola 14120 MONDEVILLE";"+33 2 31 35 03 20";"14";"14437";"34 Rue Emile Zola";"14120";"Mondeville";"2154";"457513.803";"6902179.571";"-0.3260116";"49.17339822"
"Commissariat de police d'Aurillac";"17 Rue Pasteur 15000 AURILLAC";"+33 4 71 45 51 00";"15";"15014";"17 Rue Pasteur";"15000";"Aurillac";"2154";"656134.694";"6425286.991";"2.44406503";"44.92539205"
"Commissariat de police d'Angoulême";"Champ de Mars - Rue Raymond Poincarré 16000 ANGOULEME";"+33 5 45 39 38 37";"16";"16015";"Champ de Mars - Rue Raymond Poincarré";"16000";"Angoulême";"2154";"479070.452";"6509482.9";"0.16282657";"45.64916513"
"Commissariat de police d'Angoulême - Quartier Basseau";"4 Place Henri Farman 16000 ANGOULEME";"+33 5 45 23 51 41";"16";"16015";"4 Place Henri Farman";"16000";"Angoulême";"2154";"476199.03";"6509687.54";"0.12588857";"45.65007178"
"Commissariat de police d'Angoulême - Soyaux";"Centre Commercial Léon Blum 16800 SOYAUX";"+33 5 45 95 56 44";"16";"16374";"Centre Commercial Léon Blum";"16800";"Soyaux";"2154";"480853.402";"6509284.626";"0.18579444";"45.64795526"
"Commissariat de police de Cognac";"14 Rue Richard 16100 COGNAC";"+33 5 45 36 38 50";"16";"16102";"14 Rue Richard";"16100";"Cognac";"2154";"441362.77";"6516108.523";"-0.32446515";"45.69553792"
"Commissariat de police de La Rochelle";"2 Place de Verdun 17000 LA-ROCHELLE";"+33 5 46 51 36 36";"17";"17300";"2 Place de Verdun";"17000";"La-Rochelle";"2154";"379733.24";"6570973.504";"-1.1523811";"46.1627798"
"Commissariat de police de La Rochelle - Secteur Mireuil";"Avenue du Général Mangin 17000 LA-ROCHELLE";"+33 5 46 42 28 30";"17";"17300";"Avenue du Général Mangin";"17000";"La-Rochelle";"2154";"379770.72";"6570598.959";"-1.15164095";"46.15942948"
"Commissariat de police de Périgny";"2 Impasse du Clos Lucé 17180 PERIGNY";"+33 5 46 30 56 19";"17";"17274";"2 Impasse du Clos Lucé";"17180";"Périgny";"2154";"383979.255";"6569888.591";"-1.09670017";"46.1550199"
"Commissariat de police de Rochefort";"42 Rue Jean Jaurès 17300 ROCHEFORT";"+33 5 46 87 69 14";"17";"17299";"42 Rue Jean Jaurès";"17300";"Rochefort";"2154";"393317.223";"6544896.165";"-0.95962236";"45.93454587"
"Commissariat de police de Royan";"13 Rue du château d'Eau 17200 ROYAN";"+33 5 46 39 40 10";"17";"17306";"13 Rue du château d'Eau";"17200";"Royan";"2154";"385943.911";"6510720.571";"-1.03214369";"45.62383407"
"Commissariat de police de Saintes";"1 Place du bastion 17100 SAINTES";"+33 5 46 90 30 40";"17";"17415";"1 Place du bastion";"17100";"Saintes";"2154";"417354.037";"6522870.689";"-0.63665107";"45.74684475"
"Commissariat de police de Bourges";"6 Avenue d'Orléans 18000 BOURGES";"+33 2 48 23 77 17";"18";"18033";"6 Avenue d'Orléans";"18000";"Bourges";"2154";"653291.326";"6665810.378";"2.38426052";"47.0909095"
"Commissariat de police de Vierzon";"3 Rue Mac Nab 18100 VIERZON";"+33 2 48 52 92 40";"18";"18279";"3 Rue Mac Nab";"18100";"Vierzon";"2154";"629232.771";"6680777.924";"2.06479517";"47.22352748"
"Commissariat de police d'Ussel";"7 Avenue Carnot 19200 USSEL";"+33 5 55 96 11 29";"19";"19275";"7 Avenue Carnot";"19200";"Ussel";"2154";"646172.432";"6494396.628";"2.31016055";"45.54694386"
"Commissariat de police de Brive-la-Gaillarde ";"4 Boulevard Anatole France 19100 BRIVE-LA-GAILLARDE";"+33 5 55 17 46 00";"19";"19031";"4 Boulevard Anatole France";"19100";"Brive-la-Gaillarde";"2154";"584880.349";"6452328.309";"1.53479403";"45.16064129"
"Commissariat de police de Tulle";"2 Rue Anne Vialle 19000 TULLE";"+33 5 55 21 72 00";"19";"19272";"2 Rue Anne Vialle";"19000";"Tulle";"2154";"603230.325";"6463466.274";"1.76609004";"45.26373921"
"Commissariat de police de Beaune";"5 Avenue du Général de Gaulle 21200 BEAUNE";"+33 3 80 25 09 25";"21";"21054";"5 Avenue du Général de Gaulle";"21200";"Beaune";"2154";"839366.24";"6659124.803";"4.83486113";"47.01777835"
"Commissariat de police de Dijon ";"2 Place Suquet 21000 DIJON";"+33 3 80 44 55 00";"21";"21231";"2 Place Suquet";"21000";"Dijon";"2154";"853616.098";"6692592.788";"5.03373884";"47.31585345"
"Commissariat de police de Lannion";"2 Boulevard du Forlac'h 22300 LANNION";"+33 2 96 46 69 50";"22";"22113";"2 Boulevard du Forlac'h";"22300";"Lannion";"2154";"226016.384";"6867328.901";"-3.4515842";"48.73171832"
"Commissariat de police de Saint-Brieuc";"1 bis Boulevard Waldeck Rousseau 22000 SAINT-BRIEUC";"+33 2 96 77 29 00";"22";"22278";"1 bis Boulevard Waldeck Rousseau";"22000";"Saint-Brieuc";"2154";"275140.542";"6838748.609";"-2.75713787";"48.50952922"
"Commissariat de police de Guéret";"17 Place Bonnyaud 23000 GUERET";"+33 5 55 41 27 00";"23";"23096";"17 Place Bonnyaud";"23000";"Guéret";"2154";"612905.183";"6563794.72";"1.87114916";"46.16837622"
"Commissariat de police de Bergerac";"37 Boulevard Chanzy 24100 BERGERAC";"+33 5 53 74 74 17";"24";"24037";"37 Boulevard Chanzy";"24100";"Bergerac";"2154";"502093.456";"6420413.464";"0.49455544";"44.85463286"
"Commissariat de police de Périgeux";"17 Rue du 4 Septembre 24000 PERIGUEUX";"+33 5 53 06 44 44";"24";"24322";"17 Rue du 4 Septembre";"24000";"Périgueux";"2154";"520657.324";"6456688.787";"0.7161532";"45.18616633"
"Commissariat de police de Besançon";"2 Avenue de la gare d'eau 25000 BESANCON";"+33 3 81 21 11 22";"25";"25056";"2 Avenue de la gare d'eau";"25000";"Besançon";"2154";"928523.528";"6685736.127";"6.02116423";"47.23257519"
